foodname,foodcategory,city,materials,description,hazirlama_suresi_dk,pisirme_suresi_dk,toplam_sure_dk,porsiyon_sayisi,zorluk,vejetaryen,vegan,etiketler,gluten,pisirme_yontemi
Tavuklu Sezar Salata,Amerikan Mutfağı – Salata,Los Angeles,"marul, tavuk göğsü, kruton, parmesan, sezar sos","Izgara tavuk dilimleri marul ve sosla karıştırılır, üzerine kruton ve parmesan eklenir.",15,10,25,4.0,Kolay,Hayır,Hayır,"kolay, salata",Glütensiz,Tencere
Hünkar Beğendi,Osmanlı Mutfağı – Ana Yemek,İstanbul,"kuzu eti, patlıcan, süt, un, tereyağı, kaşar peyniri",Kuzu eti sotelenir. Közlenmiş patlıcan beğendi olarak hazırlanır ve üzerine et konularak servis edilir.,25,35,60,6.0,Orta,Hayır,Hayır,"uzun süreli, orta, kalabalık aileye uygun",Glütenli,Tava
İmam Bayıldı,Türk Mutfağı – Zeytinyağlı,Balıkesir,"patlıcan, soğan, domates, sarımsak, zeytinyağı","Patlıcanlar kızartılır, soğanlı iç harçla doldurulur ve fırında pişirilir.",20,30,50,6.0,Zor,Evet,Evet,"zor, kalabalık aileye uygun, vegan, zeytinyağlı",Glütensiz,Fırın
Kısır,Türk Mutfağı – Meze,Adana,"ince bulgur, domates salçası, yeşillik, limon suyu",Bulgur sıcak suyla ıslatılır. Salça ve yeşilliklerle yoğrularak karıştırılır.,15,5,20,2.0,Kolay,Evet,Evet,"hızlı, kolay, tek/çift kişilik, vegan, meze",Glütenli,Tencere
Ali Nazik Kebabı,Türk Mutfağı – Ana Yemek,Gaziantep,"kıyma, yoğurt, sarımsak, közlenmiş patlıcan","Patlıcanlar közlenir, yoğurtla karıştırılır. Üzerine kıymalı harç dökülerek servis edilir.",20,25,45,6.0,Orta,Hayır,Hayır,"orta, kalabalık aileye uygun",Glütensiz,Tencere
Kavurma,Türk Mutfağı – Ana Yemek,Erzurum,"kuzu eti, tuz, kuyruk yağı",Et ve kuyruk yağı kavrularak uzun süre pişirilir. Bayramlarda sıkça hazırlanır.,15,45,60,4.0,Zor,Hayır,Hayır,"uzun süreli, zor, az malzemeli",Glütensiz,Tencere
Çoban Kavurma,Türk Mutfağı – Ana Yemek,Çorum,"kuzu eti, biber, domates, soğan",Et ve sebzeler tavada sotelenir. Sıcak servis edilir.,15,25,40,6.0,Orta,Hayır,Hayır,"orta, kalabalık aileye uygun",Glütensiz,Tava
Pide (Kıymalı),Türk Mutfağı – Hamur İşi,Samsun,"hamur, kıyma, soğan, domates salçası","Hamur açılır, kıymalı harç konulup kapatılır ve fırında pişirilir.",30,30,60,4.0,Orta,Hayır,Hayır,"uzun süreli, orta",Glütenli,Fırın
Yoğurtlu Semizotu,Türk Mutfağı – Meze,Aydın,"semizotu, yoğurt, sarımsak",Semizotu yoğurt ve sarımsakla karıştırılarak soğuk servis edilir.,10,0,10,2.0,Kolay,Evet,Hayır,"hızlı, kolay, tek/çift kişilik, vejetaryen, meze, az malzemeli",Glütensiz,Tencere
Bamya Yemeği,Türk Mutfağı – Ana Yemek,Konya,"bamya, domates, soğan, limon suyu","Soğan kavrulur, bamya ve domates eklenip pişirilir. Limon suyu ile tatlandırılır.",15,25,40,6.0,Orta,Evet,Evet,"orta, kalabalık aileye uygun, vegan",Glütensiz,Tencere
Patates Yemeği,Türk Mutfağı – Ana Yemek,Kastamonu,"patates, soğan, domates salçası, yağ","Soğan ve salça kavrulur, doğranmış patates eklenip pişirilir.",10,20,30,6.0,Orta,Evet,Evet,"orta, kalabalık aileye uygun, vegan",Glütensiz,Tencere
Zeytinyağlı Enginar,Türk Mutfağı – Zeytinyağlı,İzmir,"enginar, havuç, bezelye, patates, zeytinyağı, limon","Enginar çanakları sebzelerle doldurulur, zeytinyağı ve limonla pişirilerek soğuk servis edilir.",20,25,45,4.0,Orta,Evet,Evet,"orta, vegan, zeytinyağlı",Glütensiz,Tencere
Yayla Çorbası,Türk Mutfağı – Çorba,Bolu,"yoğurt, pirinç, yumurta, un, nane","Yoğurt, yumurta ve un karıştırılır. Pirinç eklenerek kaynatılır, üzerine nane gezdirilir.",10,20,30,4.0,Orta,Evet,Hayır,"orta, vejetaryen, çorba",Glütenli,Tencere
Kıymalı Ispanak,Türk Mutfağı – Ana Yemek,Zonguldak,"ıspanak, kıyma, soğan, salça, pirinç","Soğan ve kıyma kavrulur, ıspanak ve az miktarda pirinçle birlikte pişirilir.",15,25,40,6.0,Orta,Hayır,Hayır,"orta, kalabalık aileye uygun",Glütensiz,Tencere
Kabak Dolması,Türk Mutfağı – Ana Yemek,Antalya,"kabak, pirinç, kıyma, soğan, salça","Kabaklar oyulur, iç harçla doldurulup tencerede pişirilir.",20,30,50,4.0,Zor,Hayır,Hayır,zor,Glütensiz,Tencere
Mercimek Köftesi,Türk Mutfağı – Meze,Adıyaman,"kırmızı mercimek, ince bulgur, soğan, salça, yeşillik","Mercimek haşlanır, bulgur ve salçayla yoğrulur. Şekil verilerek servis edilir.",25,20,45,2.0,Kolay,Evet,Evet,"kolay, tek/çift kişilik, vegan, meze",Glütenli,Tencere
Karnabahar Kızartması,Türk Mutfağı – Ara Sıcak,Edirne,"karnabahar, yumurta, un, tuz, yoğurt","Karnabahar haşlanır, una ve yumurtaya bulanarak kızartılır. Yoğurtla servis edilir.",20,15,35,4.0,Orta,Evet,Hayır,"orta, vejetaryen",Glütenli,Tencere
Acılı Ezme,Türk Mutfağı – Meze,Gaziantep,"domates, biber, soğan, sarımsak, pul biber",Tüm malzemeler ince doğranır ya da rondodan geçirilir. Zeytinyağı ve baharatla karıştırılır.,15,0,15,2.0,Kolay,Evet,Evet,"hızlı, kolay, tek/çift kişilik, vegan, meze",Glütensiz,Tencere
Şakşuka,Türk Mutfağı – Meze,Balıkesir,"patlıcan, biber, domates, sarımsak, zeytinyağı","Sebzeler kızartılır, üzerine domatesli sos dökülerek soğuk servis edilir.",20,20,40,2.0,Kolay,Evet,Evet,"kolay, tek/çift kişilik, vegan, meze",Glütensiz,Tava
Köpoğlu,Türk Mutfağı – Meze,Tekirdağ,"patlıcan, biber, yoğurt, sarımsak",Kızarmış patlıcan ve biberler yoğurtlu sarımsak sosla karıştırılarak servis edilir.,20,15,35,2.0,Kolay,Evet,Hayır,"kolay, tek/çift kişilik, vejetaryen, meze",Glütensiz,Tencere
Soğan Halkası,Amerikan Mutfağı – Atıştırmalık,New York,"soğan, un, maden suyu, tuz",Soğan halkaları hamura batırılarak kızartılır. Atıştırmalık olarak sıcak servis edilir.,15,10,25,2.0,Orta,Evet,Evet,"orta, tek/çift kişilik, vegan, atıştırmalık",Glütenli,Tava
Sütlaç,Türk Mutfağı – Tatlı,Trabzon,"süt, pirinç, şeker, vanilin",Pirinç sütle haşlanır. Şeker ve vanilin eklenip kaynatılır. Soğutularak servis edilir.,10,40,50,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı",Glütensiz,Fırın
Kazandibi,Türk Mutfağı – Tatlı,İstanbul,"süt, nişasta, un, şeker, tereyağı",Sütlü karışım tavada karamelize edilir. Soğuyunca dilimlenerek servis edilir.,15,30,45,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı",Glütenli,Fırın
Baklava,Türk Mutfağı – Tatlı,Gaziantep,"yufka, ceviz, şeker, su, limon, tereyağı","Yufkalar kat kat dizilir, aralarına ceviz serpilir. Pişirildikten sonra şerbet dökülür.",30,45,75,4.0,Orta,Evet,Hayır,"uzun süreli, orta, vejetaryen, tatlı",Glütenli,Fırın
Künefe,Türk Mutfağı – Tatlı,Hatay,"tel kadayıf, tuzsuz peynir, şeker, su, tereyağı","Kadayıfın arasına peynir konur, kızartılır ve üzerine şerbet dökülür.",15,25,40,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı",Glütensiz,Fırın
İrmik Helvası,Türk Mutfağı – Tatlı,Afyonkarahisar,"irmik, tereyağı, şeker, süt",İrmik tereyağında kavrulur. Sütlü şerbet eklenip demlenmeye bırakılır.,10,20,30,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı",Glütenli,Fırın
Tavuk Göğsü,Türk Mutfağı – Tatlı,İstanbul,"tavuk göğsü, süt, un, şeker, nişasta",Haşlanmış tavuk liflenerek sütlü muhallebiyle pişirilir. Soğuk servis edilir.,20,30,50,4.0,Orta,Hayır,Hayır,"orta, tatlı",Glütenli,Fırın
Güllaç,Türk Mutfağı – Tatlı,İstanbul,"güllaç yufkası, süt, şeker, gül suyu, ceviz",Süt ve şeker kaynatılır. Güllaç yufkaları bu karışımla ıslatılıp cevizle katlanır.,15,0,15,4.0,Orta,Evet,Hayır,"hızlı, orta, vejetaryen, tatlı",Glütenli,Fırın
Ayva Tatlısı,Türk Mutfağı – Tatlı,Bursa,"ayva, şeker, karanfil, ceviz","Ayvalar ortadan kesilir, şeker ve karanfil ile fırında pişirilir. Üzeri cevizle süslenir.",10,40,50,4.0,Orta,Evet,Evet,"orta, vegan, tatlı",Glütensiz,Fırın
Etimek Tatlısı,Türk Mutfağı – Tatlı,Kırşehir,"etimek, şeker, su, süt, un, vanilin","Etimekler tepsiye dizilir. Üzerine şerbet dökülür, sütlü muhallebi ile kaplanır.",20,10,30,4.0,Orta,Hayır,Hayır,"orta, tatlı",Glütenli,Fırın
Revani,Türk Mutfağı – Tatlı,Malatya,"irmik, yumurta, yoğurt, un, şeker, şerbet",İrmikli kek hazırlanır ve piştikten sonra üzerine şerbet dökülür.,15,25,40,4.0,Orta,Hayır,Hayır,"orta, tatlı",Glütenli,Fırın
Tiramisu,İtalyan Mutfağı – Tatlı,Treviso,"kedi dili bisküvi, mascarpone peyniri, kahve, kakao, yumurta",Kedi dili kahveye batırılır. Mascarpone kremasıyla kat kat dizilir. Üzeri kakao ile kaplanarak buzdolabında dinlendirilir.,30,0,30,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı",Glütenli,Fırın
Cheesecake,Amerikan Mutfağı – Tatlı,New York,"labne peyniri, bisküvi, tereyağı, yumurta, şeker",Tabanı bisküviyle hazırlanır. Üzeri peynirli karışımla doldurulup fırında pişirilir.,20,40,60,4.0,Orta,Evet,Hayır,"uzun süreli, orta, vejetaryen, tatlı",Glütenli,Fırın
Creme Brulee,Fransız Mutfağı – Tatlı,Paris,"krema, yumurta sarısı, şeker, vanilin",Kremalı karışım fırında pişirilir. Üzeri şekerle kaplanıp karamelize edilir.,15,30,45,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı",Glütensiz,Fırın
Churros,İspanyol Mutfağı – Tatlı,Madrid,"un, yumurta, tereyağı, şeker, tarçın",Hamur hazırlanıp kızartılır. Şeker ve tarçına bulanarak çikolatayla servis edilir.,20,15,35,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı",Glütenli,Fırın
Gulab Jamun,Hint Mutfağı – Tatlı,Delhi,"süt tozu, un, ghee yağı, şeker şurubu",Kızartılan tatlı topları şekerli şuruba batırılarak servis edilir.,25,15,40,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı",Glütenli,Fırın
Mochi,Japon Mutfağı – Tatlı,Kyoto,"pirinç unu, su, şeker, kırmızı fasulye ezmesi","Pirinç hamuru yoğrulur, içine tatlı fasulye ezmesi konularak yuvarlanır.",30,15,45,4.0,Orta,Evet,Evet,"orta, vegan, tatlı",Glütenli,Fırın
Pasteis de Nata,Portekiz Mutfağı – Tatlı,Lizbon,"milföy hamuru, yumurta sarısı, süt, şeker",Milföy hamuru kalıplara yerleştirilir. İçine yumurtalı sütlü karışım eklenir ve fırında pişirilir.,20,25,45,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı",Glütenli,Fırın
Tres Leches,Meksika Mutfağı – Tatlı,Monterrey,"kek, süt, krema, yoğunlaştırılmış süt","Kek pişirilir, üç çeşit sütle ıslatılır. Üzeri krema ile kaplanır ve soğutularak servis edilir.",25,30,55,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı",Glütenli,Fırın
Brownie,Amerikan Mutfağı – Tatlı,San Francisco,"bitter çikolata, yumurta, un, şeker, tereyağı","Tüm malzemeler karıştırılır, fırın kabına dökülerek pişirilir.",15,25,40,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı",Glütenli,Fırın
Apple Pie,Amerikan Mutfağı – Tatlı,Boston,"elma, tarçın, şeker, hamur, tereyağı",Elmalı iç harç hamura sarılır ve fırında pişirilerek servis edilir.,25,35,60,4.0,Orta,Evet,Hayır,"uzun süreli, orta, vejetaryen, tatlı",Glütenli,Fırın
Tarhana Çorbası,Türk Mutfağı – Çorba,Afyonkarahisar,"tarhana, su, tereyağı, salça, nane","Tarhana suyla açılır, kaynatılır. Üzerine tereyağlı naneli sos dökülerek servis edilir.",10,15,25,,,,,,,
Domates Çorbası,Türk Mutfağı – Çorba,İstanbul,"domates, un, süt, tereyağı, kaşar peyniri","Domatesler pişirilir, unla kıvamlandırılır. Sütle açılır. Üzeri kaşar rendesiyle servis edilir.",10,20,30,,,,,,,
Şehriyeli Pilav,Türk Mutfağı – Pilav,İzmir,"pirinç, arpa şehriye, tereyağı, tuz","Şehriye kavrulur, pirinç eklenir. Su konulup kapağı kapalı şekilde demlenir.",10,15,25,,,,,,,
Nohutlu Pilav,Türk Mutfağı – Ana Yemek,Ankara,"pirinç, nohut, tereyağı, tuz","Nohut önceden haşlanır. Pirinç kavrulur, nohutla birlikte pişirilir.",10,20,30,,,,,,,
Sucuklu Yumurta,Türk Mutfağı – Kahvaltı,Eskişehir,"sucuk, yumurta, tereyağı","Sucuklar tavada pişirilir, yumurtalar kırılarak birlikte pişirilir.",5,5,10,,,,,,,
Puding,Türk Mutfağı – Tatlı,İstanbul,"süt, nişasta, kakao, şeker",Tüm malzemeler karıştırılıp pişirilir. Kıvam alınca kaselere dökülüp soğutulur.,5,10,15,,,,,,,
Muhallebi,Türk Mutfağı – Tatlı,Bursa,"süt, un, şeker, vanilin",Malzemeler karıştırılıp pişirilir. Kıvam alınca kaplara dökülüp soğutulur.,5,10,15,,,,,,,
Yoğurtlu Kabak,Türk Mutfağı – Meze,Antalya,"kabak, yoğurt, sarımsak, zeytinyağı","Kabaklar rendelenir, sotelenir. Yoğurtla karıştırılıp üzerine sarımsaklı sos gezdirilir.",10,10,20,,,,,,,
Bulgur Pilavı,Türk Mutfağı – Pilav,Diyarbakır,"bulgur, soğan, domates salçası, biber",Soğan ve salça kavrulur. Bulgur ve su eklenip pişirilir.,10,15,25,,,,,,,
Peynirli Makarna,Türk Mutfağı – Ana Yemek,İstanbul,"makarna, beyaz peynir, tereyağı","Makarnalar haşlanır, süzülür. Peynir ve tereyağı ile karıştırılarak servis edilir.",10,10,20,,,,,,,
Kaşarlı Mantar,Türk Mutfağı – Ara Sıcak,İstanbul,"mantar, kaşar peyniri, tereyağı","Mantarlar fırın kabına alınır, üzerlerine kaşar konur. Fırında pişirilerek servis edilir.",10,15,25,,,,,,,
Tereyağlı Cevizli Erişte,Türk Mutfağı – Ana Yemek,Konya,"erişte, tereyağı, ceviz, tuz","Erişte haşlanır, tereyağı ve cevizle harmanlanarak servis edilir.",10,10,20,,,,,,,
Kabak Graten,Türk Mutfağı – Garnitür,İzmir,"kabak, krema, kaşar peyniri",Kabaklar dilimlenip krema ile fırınlanır. Üzeri kaşarla kızartılır.,15,20,35,,,,,,,
Zeytin Ezmesi,Türk Mutfağı – Meze,Hatay,"siyah zeytin, zeytinyağı, sarımsak","Zeytin çekirdekleri çıkarılır, ezilir. Zeytinyağı ve sarımsakla karıştırılır.",5,0,5,,,,,,,
Lahana Salatası,Türk Mutfağı – Salata,Edirne,"beyaz lahana, havuç, limon, tuz","Lahana ince doğranır, havuç rendelenir. Limon ve tuzla harmanlanır.",10,0,10,,,,,,,
Çırpma,Türk Mutfağı – Kahvaltı,Erzurum,"yumurta, un, tuz, su","Yumurta, un ve su çırpılır, tavada omlet gibi pişirilir.",5,5,10,,,,,,,
Fırın Sütlaç,Türk Mutfağı – Tatlı,Rize,"pirinç, süt, şeker, vanilin","Sütlaç hazırlanır, kaselere konup fırında üzeri kızarana kadar pişirilir.",15,30,45,,,,,,,
Kabak Tatlısı,Türk Mutfağı – Tatlı,Antalya,"bal kabağı, şeker, ceviz",Kabak dilimleri şekerle birlikte pişirilir. Üzeri cevizle süslenerek servis edilir.,10,25,35,,,,,,,
Közlenmiş Patlıcan Salatası,Türk Mutfağı – Salata,Adana,"patlıcan, zeytinyağı, sarımsak, limon","Közlenmiş patlıcan doğranır, zeytinyağı ve limonla karıştırılır.",10,10,20,,,,,,,
Menemen (Sucuklu),Türk Mutfağı – Kahvaltı,İzmir,"yumurta, sucuk, domates, biber","Sucuk, biber ve domates kavrulur. Üzerine yumurta kırılıp pişirilir.",10,10,20,,,,,,,
Ciğer Şiş,Türk Mutfağı – Ana Yemek,Adana,"ciğer, kuyruk yağı, sumak, tuz",Küp doğranmış ciğerler kuyruk yağıyla birlikte şişe dizilir. Izgarada pişirilir.,15,15,30,,,,,,,
Mantarlı Tavuk Sote,Türk Mutfağı – Ana Yemek,İzmir,"tavuk göğsü, mantar, soğan, biber, domates",Tavuk ve sebzeler tavada sotelenir. Baharat eklenerek sıcak servis edilir.,15,20,35,,,,,,,
Tavuklu Nohutlu Pilav,Türk Mutfağı – Ana Yemek,İstanbul,"pirinç, haşlanmış tavuk, nohut, tereyağı",Haşlanmış tavuk ve nohutla birlikte pirinç kavrularak pilav yapılır.,15,20,35,,,,,,,
Zeytinyağlı Bamya,Türk Mutfağı – Zeytinyağlı,Muğla,"bamya, soğan, domates, zeytinyağı, limon","Soğanlar kavrulur, bamya ve domates eklenir. Zeytinyağı ve limonla pişirilip soğutularak servis edilir.",15,25,40,,,,,,,
Kıymalı Karnabahar,Türk Mutfağı – Ana Yemek,Bursa,"karnabahar, kıyma, salça, soğan, baharat","Karnabahar haşlanır, kıymalı harçla birlikte sotelenip pişirilir.",15,20,35,,,,,,,
Kuru Patlıcan Dolması,Türk Mutfağı – Ana Yemek,Gaziantep,"kuru patlıcan, pirinç, soğan, salça, baharat",Kuru patlıcanlar haşlanır. İç harçla doldurulup zeytinyağıyla pişirilir.,25,35,60,,,,,,,
Soğan Dolması,Türk Mutfağı – Ana Yemek,Şırnak,"soğan, pirinç, kıyma, salça, baharat",Soğanlar haşlanıp yapraklarına ayrılır. İç harçla sarılıp pişirilir.,25,30,55,,,,,,,
Mücver,Türk Mutfağı – Meze,Kayseri,"kabak, un, yumurta, dereotu",Rendelenmiş kabak malzemelerle karıştırılır. Kaşıkla tavaya dökülüp kızartılır.,15,10,25,,,,,,,
Cızlak,Türk Mutfağı – Kahvaltı,Kastamonu,"un, su, tuz",Krep kıvamında hamur hazırlanır. Tavada ince tabaka halinde pişirilir.,5,5,10,,,,,,,
Zeytinli Poğaça,Türk Mutfağı – Hamur İşi,Balıkesir,"un, yoğurt, sıvı yağ, zeytin, kabartma tozu","Hamur yoğrulur, içine zeytin konularak şekil verilir. Fırında pişirilir.",20,25,45,,,,,,,
Erişteli Yeşil Mercimek Çorbası,Türk Mutfağı – Çorba,Çorum,"yeşil mercimek, erişte, salça, soğan, nane","Mercimek haşlanır, salça ve erişteyle birlikte pişirilir. Nane ile tatlandırılır.",15,25,40,,,,,,,
Fırında Karnabahar,Türk Mutfağı – Ana Yemek,Amasya,"karnabahar, kaşar peyniri, yumurta, yoğurt","Haşlanmış karnabahar yoğurt ve yumurtayla harmanlanır, fırında pişirilir.",20,25,45,,,,,,,
Tahinli Kabak Tatlısı,Türk Mutfağı – Tatlı,Antalya,"bal kabağı, tahin, ceviz, şeker","Kabak şekerle pişirilir, tahin ve cevizle süslenip soğuk servis edilir.",10,25,35,,,,,,,
Kuru Kayısılı Bulgur Pilavı,Türk Mutfağı – Pilav,Malatya,"bulgur, kuru kayısı, soğan, tereyağı","Soğan kavrulur, doğranmış kayısı ve bulgur eklenip pişirilir.",15,20,35,,,,,,,
Zerdeçal Soslu Patates,Türk Mutfağı – Garnitür,Ankara,"patates, zeytinyağı, zerdeçal, karabiber",Haşlanmış patatesler zerdeçallı sosla harmanlanarak ılık servis edilir.,10,15,25,,,,,,,
Fırında Sebzeli Köfte,Türk Mutfağı – Ana Yemek,Manisa,"kıyma, patates, havuç, biber, domates",Köfteler sebzelerle birlikte fırın tepsisine dizilip pişirilir.,20,30,50,,,,,,,
Havuç Tarator,Türk Mutfağı – Meze,Antalya,"havuç, yoğurt, sarımsak, zeytinyağı","Rendelenmiş havuç sotelenir, yoğurt ve sarımsakla karıştırılır.",10,10,20,,,,,,,
Kuru Cacık,Türk Mutfağı – Meze,Sivas,"salatalık, yoğurt, nane, tuz","Rendelenmiş salatalık süzülür, yoğurt ve nane ile karıştırılır.",5,0,5,,,,,,,
Sebzeli Krep,Türk Mutfağı – Kahvaltı,Uşak,"un, süt, yumurta, kabak, havuç",Sebzeli krep hamuru hazırlanıp tavada ince tabaka olarak pişirilir.,15,10,25,,,,,,,
Yumurtalı Ekmek,Türk Mutfağı – Kahvaltı,İstanbul,"ekmek, yumurta, tuz",Ekmek dilimleri yumurtaya batırılıp tavada kızartılır.,5,5,10,,,,,,,
Patates Mücveri,Türk Mutfağı – Meze,Eskişehir,"patates, yumurta, un, tuz, karabiber","Rendelenmiş patates diğer malzemelerle karıştırılır, kaşıkla tavaya dökülüp kızartılır.",15,15,30,,,,,,,
Yoğurtlu Semizotu,Türk Mutfağı – Meze,Denizli,"semizotu, yoğurt, sarımsak","Semizotu yıkanır, doğranır. Yoğurt ve sarımsakla karıştırılarak soğuk servis edilir.",10,0,10,,,,,,,
Cızlak (Kars Yöresi),Türk Mutfağı – Kahvaltı,Kars,"un, su, tuz",Sulu bir hamur hazırlanır. Tavaya kepçeyle dökülerek iki taraflı pişirilir.,5,5,10,,,,,,,
Sirkeli Kuru Biber Kavurması,Türk Mutfağı – Meze,Edirne,"kurutulmuş biber, sarımsak, sirke, zeytinyağı","Biberler haşlanır, sirkeli sosta sarımsakla kavrularak meze olarak sunulur.",10,10,20,,,,,,,
Tavada Kaşarlı Makarna,Türk Mutfağı – Ana Yemek,İstanbul,"makarna, kaşar peyniri, tereyağı","Haşlanan makarna tavaya alınır, kaşarla karıştırılarak eritilir ve kızartılır.",10,10,20,,,,,,,
Fırında Kabak Mücver,Türk Mutfağı – Meze,Muğla,"kabak, yumurta, un, yoğurt, dereotu","Mücver harcı hazırlanır, fırın tepsisine dökülüp pişirilir. Yoğurtla servis edilir.",15,25,40,,,,,,,
Naneli Ayran Aşı Çorbası,Türk Mutfağı – Çorba,Van,"yoğurt, nane, buğday, nohut","Haşlanmış buğday ve nohut yoğurtla karıştırılır, nane ile tatlandırılır.",10,0,10,,,,,,,
Fırında Tavuklu Kuskus,Türk Mutfağı – Ana Yemek,Konya,"kuskus, tavuk, domates, biber","Kuskus haşlanır, sebzeler ve tavukla fırın tepsisine alınarak pişirilir.",15,25,40,,,,,,,
Balkabağı Çorbası,Türk Mutfağı – Çorba,Kütahya,"bal kabağı, süt, muskat, un","Kabak haşlanır, ezilir. Un ve sütle kaynatılarak çorba hazırlanır.",15,20,35,,,,,,,
Zeytinyağlı Yer Elması,Türk Mutfağı – Zeytinyağlı,Çanakkale,"yer elması, havuç, portakal suyu, zeytinyağı","Yer elması doğranır, havuç ve portakal suyuyla birlikte zeytinyağında pişirilir.",15,25,40,,,,,,,
